income_declared,work_expense_claim,travel_expense_claim,education_expense,other_deductions,total_deductions,deduction_income_ratio,prior_year_income_delta,prior_year_deduction_delta,refund_requested,filing_method,industry_code,num_dependents,fraud_label
68300,19940,6240,2940,510,29630,0.4338,0.1691,-0.1209,11650,tax_agent,real_estate,0,0
54400,4050,1130,640,430,6250,0.1149,-0.0578,0.1285,3060,tax_agent,retail,0,0
44900,4410,1610,1720,620,8360,0.1862,-0.0309,0.0957,1170,self,finance,0,0
99800,27080,6240,4470,2890,40680,0.4076,-0.0231,0.1815,11210,tax_agent,real_estate,0,0
73600,6720,500,570,2360,10150,0.1379,0.1382,0.1208,1910,tax_agent,healthcare,1,0
84700,6630,3200,980,280,11090,0.1309,0.2271,0.1179,4960,self,retail,0,0
89500,7940,2360,90,1210,11600,0.1296,0.0968,-0.1162,4370,tax_agent,hospitality,1,0
155000,18790,920,6360,2000,28070,0.1811,0.0046,0.1778,14480,self,finance,2,0
133200,15930,3260,6970,1750,27910,0.2095,0.1224,0.0923,8720,self,retail,1,0
108700,28560,1970,1060,4240,35830,0.3296,-0.0289,0.0189,12340,self,manufacturing,3,0
66200,13690,3220,1070,260,18240,0.2755,-0.0435,-0.0597,3910,tax_agent,real_estate,1,0
35600,9590,2130,850,860,13430,0.3772,-0.1317,0.2166,2810,self,real_estate,0,0
55300,5680,770,3090,1060,10600,0.1917,0.0157,0.2163,2500,tax_agent,healthcare,2,0
68500,6100,1080,1450,2960,11590,0.1692,0.0692,-0.0836,4710,tax_agent,hospitality,0,0
49400,6930,240,510,2150,9830,0.199,0.0575,0.0045,2940,tax_agent,IT,1,0
98200,37500,9530,4570,1920,53520,0.545,0.1659,0.0053,19680,tax_agent,transport,0,0
74700,16750,4900,4050,120,25820,0.3456,0.1336,0.1672,7900,self,construction,0,0
27793,6080,200,1300,150,7730,0.2781,0.1199,0.2314,1560,self,IT,2,1
152100,23770,5240,7600,5180,41790,0.2748,0.0154,0.0279,12130,self,healthcare,1,0
91800,12250,6050,3750,3660,25710,0.2801,-0.1106,0.2004,7550,self,real_estate,2,0
76100,17720,1740,16590,2360,38410,0.5047,0.0436,-0.0418,11030,self,IT,0,1
131000,26650,3760,7450,850,38710,0.2955,0.0756,0.1532,11400,self,IT,1,0
46700,9660,650,1980,1470,13760,0.2946,0.0067,-0.1628,3210,tax_agent,education,0,0
51100,4250,490,1350,1530,7620,0.1491,0.1808,-0.0195,2200,self,retail,1,0
59100,9570,1060,3210,860,14700,0.2487,0.1334,-0.0652,4030,self,finance,1,0
96100,9860,3270,2910,720,16760,0.1744,0.1228,0.0383,7170,self,hospitality,1,0
86300,17660,3020,2110,2360,25150,0.2914,-0.0573,-0.0579,9840,self,IT,1,0
402300,51620,9660,9820,15210,86310,0.2145,-0.0561,-0.0655,43960,self,healthcare,0,0
42200,4340,1110,2360,1280,9090,0.2154,0.0422,0.0488,1300,self,finance,0,0
75500,17510,2010,4430,280,24230,0.3209,-0.1088,0.0316,9760,tax_agent,education,0,0
62200,9070,440,1710,1750,12970,0.2085,0.1638,0.1845,2480,self,finance,3,0
91800,14040,40,5310,510,19900,0.2168,0.0129,0.0359,6440,self,finance,0,0
116000,30170,10520,4160,850,45700,0.394,0.1024,-0.1109,17690,self,construction,0,0
81800,16880,2510,2440,1820,23650,0.2891,0.036,0.0974,6300,tax_agent,healthcare,1,0
88200,17960,3060,330,3940,25290,0.2867,0.1706,0.189,6030,tax_agent,IT,0,0
59100,5960,20,2670,960,9610,0.1626,-0.1626,0.2079,3790,self,finance,0,0
176900,49100,9560,6160,1580,66400,0.3754,-0.0957,0.0016,25550,tax_agent,construction,0,0
55600,6720,80,1560,110,8470,0.1523,-0.0295,-0.2145,4130,tax_agent,IT,0,0
18000,1890,610,600,890,3990,0.2217,0.1616,-0.134,620,tax_agent,finance,1,0
51800,9380,11450,2220,1470,24520,0.4734,0.0413,-0.0326,6560,tax_agent,healthcare,1,1
267000,51780,11740,14530,8250,86300,0.3232,-0.0593,0.1274,41640,self,construction,1,0
20279,2160,300,1120,650,4230,0.2086,-0.1283,0.0704,790,self,retail,2,1
93800,8890,3400,4380,4680,21350,0.2276,0.0802,0.1533,6350,tax_agent,hospitality,1,0
46400,6750,1710,1830,610,10900,0.2349,-0.0052,-0.1465,3030,self,healthcare,0,0
93000,15900,410,3280,1930,21520,0.2314,-0.0907,-0.1725,7350,self,manufacturing,1,0
132300,17380,1880,2390,3560,25210,0.1906,0.043,0.036,7320,tax_agent,finance,2,0
56000,11520,3670,1610,1100,17900,0.3196,0.0839,0.0741,4920,self,transport,0,0
145600,25860,790,2880,960,30490,0.2094,-0.0046,-0.0546,13960,tax_agent,manufacturing,1,0
130600,29550,1730,4850,4130,40260,0.3083,0.1409,0.1438,16020,tax_agent,education,0,0
85800,37320,8680,7800,3090,56890,0.6631,-0.0838,0.8288,16600,self,IT,1,1
69200,5540,410,1230,2370,9550,0.138,0.0077,0.0678,3390,tax_agent,retail,0,0
63700,12120,1960,1440,2810,18330,0.2878,0.0346,0.0336,5480,self,construction,0,0
46000,2430,1730,1660,1380,7200,0.1565,-0.0264,-0.1716,1180,self,hospitality,0,0
38800,9050,4720,710,990,15470,0.3987,-0.0281,0.0424,3630,self,construction,0,0
99300,23340,8830,2700,4780,39650,0.3993,0.2212,0.0231,11420,tax_agent,real_estate,2,0
87000,28990,2210,15810,3680,50690,0.5826,0.2125,-0.0482,18690,tax_agent,hospitality,0,1
90500,14570,3200,3520,3160,24450,0.2702,0.1093,0.1124,6530,tax_agent,IT,0,0
125400,31170,1460,2090,770,35490,0.283,0.0455,-0.027,9090,tax_agent,IT,0,0
71100,5600,2430,1410,530,9970,0.1402,0.136,-0.0859,5140,self,hospitality,2,0
150200,47010,13750,8990,2620,72370,0.4818,-0.0822,-0.0313,30660,tax_agent,construction,2,0
29400,9020,3620,1640,0,14280,0.4857,-0.0126,0.2304,3240,tax_agent,transport,2,0
193400,38200,1080,3980,9010,52270,0.2703,0.0645,0.1108,16960,self,healthcare,0,0
70800,20740,2160,1980,3010,27890,0.3939,0.0751,0.152,10640,self,construction,2,0
48900,5080,1930,1980,1480,10470,0.2141,-0.0987,-0.0097,3900,tax_agent,retail,1,0
67700,9130,1450,780,2110,13470,0.199,-0.096,0.1504,4820,tax_agent,retail,0,0
171900,18520,5710,7000,6290,37520,0.2183,-0.0603,-0.0295,10690,tax_agent,healthcare,3,0
50100,11910,6400,730,890,19930,0.3978,0.0151,-0.1147,6610,self,transport,1,0
76000,24320,6780,6240,2510,39850,0.5243,0.0035,0.7496,15110,self,IT,0,1
40800,11740,5070,290,570,17670,0.4331,-0.054,0.0625,2950,tax_agent,real_estate,1,0
89800,25640,11430,4640,2200,43910,0.489,0.0891,0.0405,14120,tax_agent,transport,0,0
143400,10460,190,110,3800,14560,0.1015,-0.0894,-0.1106,4930,tax_agent,hospitality,3,0
84300,24000,3450,970,390,28810,0.3418,-0.1284,0.2051,7300,self,real_estate,1,0
59000,3670,2190,2440,1300,9600,0.1627,0.0764,0.1574,4280,tax_agent,hospitality,3,0
57500,5570,310,1530,240,7650,0.133,0.0744,-0.0761,630,tax_agent,healthcare,2,0
76600,9220,2430,3310,3220,18180,0.2373,-0.0169,-0.1169,6190,tax_agent,healthcare,0,0
97300,13250,2910,200,90,16450,0.1691,0.0483,0.0099,5820,tax_agent,retail,1,0
116100,12930,4550,3550,2090,23120,0.1991,-0.1209,0.2888,11120,self,retail,1,0
40600,9400,4290,2390,1580,17660,0.435,-0.1271,0.1665,3930,tax_agent,real_estate,0,0
55200,5380,1120,2160,1250,9910,0.1795,0.0232,0.0758,4020,tax_agent,finance,2,0
159700,42700,12370,3270,2320,60660,0.3798,0.0466,0.0898,25490,tax_agent,real_estate,0,0
94700,9570,2260,4860,1300,17990,0.19,0.0122,0.1971,3180,tax_agent,retail,0,0
78100,18050,5890,1150,3600,28690,0.3673,0.19,0.1987,11030,tax_agent,real_estate,0,0
110800,37340,6610,3240,3420,50610,0.4568,-0.0399,0.0059,15700,tax_agent,construction,2,0
19900,1700,200,640,170,2710,0.1362,-0.0499,-0.0746,590,self,finance,1,0
104300,30460,13230,540,220,44450,0.4262,0.1719,0.0021,17820,tax_agent,real_estate,2,0
288700,37030,350,3540,10940,51860,0.1796,0.1021,0.0586,15030,self,finance,1,0
75000,19330,10070,2110,2190,33700,0.4493,0.0464,0.1038,9410,self,transport,0,0
84000,8140,1120,120,1130,10510,0.1251,-0.0646,0.067,2400,self,retail,1,0
60200,3110,1520,870,320,5820,0.0967,-0.0465,0.0029,1150,tax_agent,hospitality,1,0
27366,5270,990,1420,450,8130,0.2971,0.0064,0.1152,1110,tax_agent,IT,3,1
54800,5730,1640,2710,1820,11900,0.2172,-0.0064,0.0845,2850,self,hospitality,2,0
117900,18030,4020,570,1480,24100,0.2044,0.0198,0.1269,11380,tax_agent,finance,2,0
98300,38440,13510,6540,1420,59910,0.6095,0.0752,0.8964,17740,self,IT,0,1
44600,4570,90,1090,1670,7420,0.1664,0.1575,0.038,2130,tax_agent,finance,0,0
50900,9940,1530,1080,1080,13630,0.2678,-0.0448,0.1558,5120,self,IT,0,0
51400,10340,6380,400,2340,19460,0.3786,0.0194,0.063,6380,self,transport,1,0
78900,11670,1960,1740,70,15440,0.1957,-0.0056,0.1179,7100,tax_agent,healthcare,0,0
64600,23420,8860,3620,2740,38640,0.5981,0.0409,0.0444,12530,tax_agent,transport,0,0
69300,9480,2120,2660,3010,17270,0.2492,0.0815,0.0566,4910,self,retail,0,0
39900,12320,2410,980,1410,17120,0.4291,0.0948,-0.0407,3690,tax_agent,construction,0,0
175800,25020,2560,3030,5400,36010,0.2048,0.0946,-0.0688,16540,self,IT,0,0
84900,13800,2670,4890,2580,23940,0.282,0.2373,0.0144,7950,tax_agent,IT,0,0
54000,11280,5170,960,2160,19570,0.3624,0.0257,0.0585,4970,tax_agent,transport,0,0
46500,12490,1250,2140,440,16320,0.351,0.0955,0.0126,4500,tax_agent,manufacturing,3,0
58300,9740,640,2330,730,13440,0.2305,-0.0277,0.0872,3050,self,finance,0,0
137100,37320,4930,5640,3230,51120,0.3729,0.0153,-0.0937,14780,tax_agent,manufacturing,0,0
165100,33840,5190,6470,220,45720,0.2769,0.1215,-0.1724,14340,tax_agent,IT,1,0
50800,6520,1290,2740,1960,12510,0.2463,-0.0845,-0.0062,5380,tax_agent,retail,1,0
56600,8890,900,930,2740,13460,0.2378,-0.0066,0.0284,2600,self,IT,1,0
28700,3050,480,1070,1250,5850,0.2038,0.1991,-0.0454,1570,self,healthcare,0,0
29700,5040,780,130,1160,7110,0.2394,0.0916,-0.0225,1080,tax_agent,manufacturing,3,0
77500,11220,1920,400,1460,15000,0.1935,0.0795,-0.1045,3330,tax_agent,finance,0,0
60600,18260,4720,380,1300,24660,0.4069,0.0425,-0.0004,9200,self,construction,2,0
59100,12420,2060,2640,2710,19830,0.3355,0.1156,-0.0126,6490,self,IT,0,0
54800,10380,230,2730,2650,15990,0.2918,-0.0166,0.1623,6800,self,healthcare,0,0
85900,14680,9190,3590,1780,29240,0.3404,-0.0006,0.1057,10110,tax_agent,construction,0,0
77300,12150,4490,2030,3640,22310,0.2886,0.0728,0.0794,4900,tax_agent,construction,0,0
127600,34150,8670,7470,5830,56120,0.4398,0.0998,0.0745,23020,self,real_estate,0,0
301100,89600,13320,11250,6100,120270,0.3994,0.0589,0.1249,61180,self,construction,3,0
40000,5690,1300,1610,650,9250,0.2312,0.0073,0.0867,1820,tax_agent,finance,1,0
36500,3740,520,620,540,5420,0.1485,0.1796,0.1225,1150,self,finance,1,0
175100,38390,9650,10230,3940,62210,0.3553,-0.0036,-0.2048,19840,self,real_estate,0,0
69800,20960,8350,9980,2450,41740,0.598,0.3265,0.0656,14550,self,real_estate,1,1
112200,31160,7210,3150,3110,44630,0.3978,0.0467,-0.0893,13800,tax_agent,real_estate,0,0
38800,4210,360,1930,300,6800,0.1753,-0.0936,-0.1177,2000,self,retail,1,0
40200,23310,1080,1100,1370,26860,0.6682,0.1343,0.9443,5220,self,finance,0,1
116000,11710,4580,2140,5110,23540,0.2029,0.023,-0.0694,4840,self,hospitality,1,0
36200,5670,1420,1240,1450,9780,0.2702,0.1641,-0.0488,1310,tax_agent,healthcare,1,0
158600,33010,1220,7870,4430,46530,0.2934,0.0676,0.0531,13000,self,healthcare,2,0
114500,20820,10760,500,4830,36910,0.3224,-0.054,0.0387,11670,self,real_estate,1,0
49400,8200,6560,770,1370,16900,0.3421,-0.0739,0.0182,4790,tax_agent,construction,4,0
169600,16600,5620,5680,700,28600,0.1686,-0.2131,-0.0398,13580,self,retail,0,0
97100,10150,2590,4430,3160,20330,0.2094,0.0935,0.0747,7740,self,healthcare,0,0
64500,17670,8200,3720,1990,31580,0.4896,0.222,0.2006,9240,self,construction,1,0
75900,12420,2360,1200,240,16220,0.2137,0.0574,-0.0912,6620,tax_agent,manufacturing,0,0
24900,2930,590,1260,410,5190,0.2084,0.0095,-0.0587,1220,tax_agent,healthcare,0,0
34600,11780,750,9040,540,22110,0.639,0.0779,0.2135,4040,self,retail,0,1
110300,21730,2630,4900,4400,33660,0.3052,0.1152,0.0614,7780,tax_agent,education,2,0
81300,13300,2300,3930,3350,22880,0.2814,-0.0336,-0.0673,8230,tax_agent,finance,3,0
161200,40710,13370,6340,1450,61870,0.3838,-0.1079,-0.0568,24740,tax_agent,transport,0,0
89600,11860,1330,180,1580,14950,0.1669,-0.1321,0.075,3070,tax_agent,IT,0,0
37300,9720,970,2040,1570,14300,0.3834,0.0635,0.2338,2860,self,IT,4,0
40800,24490,930,680,510,26610,0.6522,-0.2948,0.5772,5430,tax_agent,finance,2,1
45900,6580,530,2100,600,9810,0.2137,0.1248,-0.0244,3700,tax_agent,healthcare,1,0
52300,3190,1400,370,1590,6550,0.1252,0.1362,-0.2595,1060,tax_agent,retail,4,0
78400,20470,8410,520,830,30230,0.3856,-0.0485,-0.1288,8070,tax_agent,real_estate,0,0
138500,9230,3400,3530,2850,19010,0.1373,-0.041,-0.0456,10510,tax_agent,hospitality,3,0
101700,33500,11150,3190,4730,52570,0.5169,0.0099,-0.041,14370,self,construction,1,0
144200,9660,1880,6420,580,18540,0.1286,0.1418,0.0529,2530,self,hospitality,1,0
90000,7260,490,5060,3970,16780,0.1864,0.2781,-0.1327,7710,self,hospitality,2,0
57200,6380,20,3070,1120,10590,0.1851,-0.1354,-0.0507,2220,tax_agent,hospitality,3,0
33600,1720,1230,440,1350,4740,0.1411,0.0465,-0.0141,310,self,hospitality,1,0
101900,23530,3310,5630,4250,36720,0.3604,0.0633,0.1327,11080,self,manufacturing,2,0
68400,12610,5940,130,400,19080,0.2789,0.102,-0.1096,5220,tax_agent,construction,1,0
111400,11260,17740,2940,2810,34750,0.3119,-0.042,0.0802,13680,tax_agent,retail,0,1
51700,7790,1590,2620,1680,13680,0.2646,0.0967,-0.0699,5270,tax_agent,manufacturing,1,0
176800,50880,27560,18450,3400,100290,0.5673,-0.0669,0.7891,39040,tax_agent,IT,0,1
177300,69500,14650,5730,2410,92290,0.5205,-0.032,0.1433,35950,self,transport,0,0
44600,2950,1690,970,1210,6820,0.1529,0.1788,-0.0892,780,self,retail,2,0
86300,17750,3040,1360,2460,24610,0.2852,0.1788,0.2976,10430,tax_agent,healthcare,0,0
30400,4860,120,1060,30,6070,0.1997,-0.076,-0.0217,730,tax_agent,manufacturing,0,0
45900,5120,1610,2750,430,9910,0.2159,0.0952,-0.1957,3390,self,retail,2,0
44500,11060,1030,2550,1940,16580,0.3726,0.0487,0.104,2340,self,IT,1,0
51700,10270,1770,40,120,12200,0.236,-0.1266,-0.0607,2910,tax_agent,education,3,0
62000,12480,0,3110,2640,18230,0.294,0.1736,-0.0093,5130,tax_agent,manufacturing,2,0
46900,7790,1640,2460,2050,13940,0.2972,0.0703,-0.0491,5790,tax_agent,education,0,0
78300,15640,5540,2740,2580,26500,0.3384,0.3066,0.1135,10170,tax_agent,real_estate,3,0
31000,6480,300,150,950,7880,0.2542,-0.0647,-0.1124,1660,self,education,0,0
124300,24970,3680,3330,2080,34060,0.274,-0.1082,0.18,10810,self,manufacturing,1,0
40100,5380,1420,1870,630,9300,0.2319,0.2283,-0.0702,1830,tax_agent,retail,0,0
66100,16630,3140,2490,280,22540,0.341,0.2022,-0.0711,8040,tax_agent,real_estate,0,0
57000,13680,790,190,400,15060,0.2642,0.2167,-0.0882,3860,self,IT,0,0
126800,21800,1980,30,1380,25190,0.1987,0.1449,-0.0519,9640,tax_agent,healthcare,1,0
60100,9700,2230,1120,2580,15630,0.2601,0.2126,-0.0876,5240,tax_agent,education,2,0
160600,55800,9000,330,4450,69580,0.4333,0.0261,0.0318,20850,tax_agent,transport,2,0
87700,21870,2350,3940,770,28930,0.3299,0.1251,0.1291,12050,tax_agent,IT,0,0
43000,5370,1110,180,1340,8000,0.186,-0.0473,-0.0017,710,tax_agent,retail,0,0
64000,8310,1530,190,2620,12650,0.1977,0.1297,0.0796,3690,self,healthcare,3,0
70300,7630,1700,560,3390,13280,0.1889,-0.1904,-0.0095,4760,self,hospitality,2,0
107800,15080,2590,5510,3760,26940,0.2499,-0.0408,-0.0412,11990,tax_agent,IT,1,0
79000,21910,8740,520,1650,32820,0.4154,-0.1021,0.1429,12000,self,transport,1,0
63700,8580,1860,90,1290,11820,0.1856,0.074,0.0479,5540,tax_agent,finance,2,0
47300,3750,620,350,1110,5830,0.1233,0.0842,0.0348,1890,self,retail,2,0
93600,7790,630,2880,4520,15820,0.169,0.0705,-0.1337,7060,tax_agent,retail,2,0
59300,9630,3300,2410,120,15460,0.2607,0.033,0.1365,6680,self,construction,3,0
48400,10850,70,2830,2180,15930,0.3291,0.0401,-0.042,5510,tax_agent,manufacturing,3,0
40900,4510,430,1610,1150,7700,0.1883,0.0779,-0.0457,1640,tax_agent,retail,4,0
126600,13400,990,2590,1470,18450,0.1457,0.0011,-0.0103,6270,self,finance,2,0
31800,3800,220,1570,680,6270,0.1972,-0.0214,0.0937,1420,tax_agent,retail,0,0
93800,6430,2940,4330,4120,17820,0.19,-0.1137,-0.0238,6530,self,retail,0,0
72800,20620,7870,3570,610,32670,0.4488,0.0913,0.0558,10930,self,transport,1,0
53300,10080,100,260,840,11280,0.2116,0.1057,0.05,4210,self,IT,1,0
48500,2630,1270,2490,620,7010,0.1445,0.0041,0.047,1210,self,hospitality,0,0
72700,19300,8910,10380,3140,41730,0.574,0.1373,0.1056,15720,tax_agent,construction,1,1
53600,16130,6060,1050,1610,24850,0.4636,0.02,-0.0635,8960,tax_agent,real_estate,2,0
52400,14240,1660,1850,940,18690,0.3567,-0.045,0.0216,6450,tax_agent,manufacturing,1,0
124400,23690,3590,1100,870,29250,0.2351,0.0559,0.1032,12220,tax_agent,manufacturing,0,0
66100,12870,1580,3880,340,18670,0.2825,0.0528,-0.2779,7010,tax_agent,healthcare,0,0
72300,8160,910,1000,3450,13520,0.187,0.096,0.2287,6720,tax_agent,finance,0,0
46300,9770,40,560,520,10890,0.2352,-0.0977,0.1401,3000,tax_agent,manufacturing,1,0
124400,30580,7080,570,4890,43120,0.3466,0.0379,-0.1531,13360,tax_agent,transport,0,0
141000,39330,6350,1650,920,48250,0.3422,0.0927,0.1483,17610,self,construction,0,0
81200,20020,23290,1670,3520,48500,0.5973,0.0704,-0.1722,17560,tax_agent,real_estate,0,1
157900,14960,3640,4210,4320,27130,0.1718,-0.0081,-0.1868,9740,tax_agent,hospitality,1,0
53400,3300,1910,2050,2520,9780,0.1831,0.0312,0.15,4450,self,hospitality,1,0
119400,7970,1420,640,5770,15800,0.1323,0.0125,0.037,6330,self,retail,2,0
58400,10250,960,3170,1260,15640,0.2678,-0.2475,0.0287,4220,tax_agent,IT,0,0
55200,33930,6330,2050,940,43250,0.7835,0.1136,0.6327,12990,self,transport,1,1
155400,15680,2040,2450,6630,26800,0.1725,-0.0182,0.0577,12820,self,retail,3,0
59000,6190,1030,2230,1940,11390,0.1931,0.2209,0.0131,5140,tax_agent,hospitality,1,0
42600,5690,1500,100,520,7810,0.1833,0.0717,-0.1639,1440,tax_agent,education,0,0
26500,5400,130,990,410,6930,0.2615,0.0312,-0.0343,1150,tax_agent,healthcare,1,0
72300,3700,1240,1090,720,6750,0.0934,0.0199,0.4124,1810,self,hospitality,3,0
40900,2940,180,2290,360,5770,0.1411,0.0374,-0.0441,1600,self,retail,1,0
213300,70470,16400,120,2990,89980,0.4218,0.1437,0.0883,40910,self,construction,0,0
187500,105220,1490,4890,6890,118490,0.6319,-0.1317,0.8526,54880,self,hospitality,1,1
18000,1920,170,910,420,3420,0.19,0.0905,0.116,840,self,hospitality,0,0
177000,11890,3510,10070,2500,27970,0.158,0.0822,0.1761,9180,tax_agent,hospitality,2,0
46800,3760,950,2430,240,7380,0.1577,0.0868,0.1046,920,tax_agent,retail,0,0
143400,33140,5260,5880,6980,51260,0.3575,0.1872,-0.0338,22760,self,IT,1,0
128900,43940,12970,3920,5870,66700,0.5175,-0.0169,-0.0138,29400,tax_agent,construction,2,0
150600,23810,18010,40,1090,42950,0.2852,0.0921,0.1426,20340,tax_agent,construction,0,0
193700,26570,1610,8190,2780,39150,0.2021,0.1078,-0.0669,12110,self,education,2,0
38100,5230,200,2130,440,8000,0.21,-0.1805,0.0501,1670,tax_agent,finance,2,0
40500,5060,490,2260,230,8040,0.1985,0.0568,0.1139,1930,self,IT,0,0
112400,23420,1180,3060,1260,28920,0.2573,-0.0041,0.0396,9340,self,healthcare,1,0
76600,16630,10200,1000,1230,29060,0.3794,0.1194,0.0433,9100,tax_agent,real_estate,0,0
104400,13550,3450,3370,4850,25220,0.2416,0.0076,0.0585,11190,self,manufacturing,0,0
59400,7970,960,2140,740,11810,0.1988,0.0637,-0.0454,3240,tax_agent,healthcare,2,0
117200,10360,4580,6290,5370,26600,0.227,0.1827,-0.1464,7240,self,hospitality,0,0
35300,7180,1320,1890,230,10620,0.3008,0.0403,0.0046,1730,tax_agent,IT,2,0
211700,21450,1610,2890,3420,29370,0.1387,0.1755,0.021,5400,self,finance,0,0
279900,44150,11000,8340,8530,72020,0.2573,0.0102,0.2151,43140,self,finance,0,0
26700,16620,1950,30,1300,19900,0.7453,-0.0466,1.0847,3750,tax_agent,transport,0,1
170100,32120,5200,7530,4280,49130,0.2888,-0.062,0.1065,20530,tax_agent,healthcare,1,0
27700,7160,510,290,780,8740,0.3155,-0.0965,0.1594,2030,tax_agent,IT,1,0
99200,20020,110,4620,760,25510,0.2572,-0.0181,-0.0751,6130,self,education,0,0
42600,8700,3680,300,850,13530,0.3176,0.2494,0.0891,2010,self,construction,1,0
92700,19350,350,440,4070,24210,0.2612,0.1378,-0.0564,9430,tax_agent,IT,0,0
36200,8030,1210,1670,50,10960,0.3028,0.15,0.0417,2350,tax_agent,education,0,0
90100,29500,9050,1910,490,40950,0.4545,-0.0398,0.0648,12050,self,transport,0,0
64900,16570,2410,590,1990,21560,0.3322,0.0702,0.137,5020,self,IT,2,0
62200,12310,2280,980,670,16240,0.2611,0.101,-0.1857,6050,self,education,0,0
87700,14720,6710,2560,2270,26260,0.2994,0.2326,-0.0138,8750,self,real_estate,0,0
28100,1820,1040,840,1070,4770,0.1698,-0.0184,0.0834,900,self,retail,1,0
101200,33330,12620,4980,3850,54780,0.5413,0.2309,0.0073,15340,tax_agent,transport,0,0
60600,9290,2130,1560,2850,15830,0.2612,-0.0879,-0.0587,5530,self,education,0,0
30700,4020,640,590,330,5580,0.1818,0.1362,-0.1324,1230,tax_agent,healthcare,2,0
104600,16790,3790,4650,4570,29800,0.2849,0.2085,0.2287,10450,tax_agent,real_estate,0,0
51100,14320,4910,2810,600,22640,0.4431,0.0273,0.2137,6690,tax_agent,real_estate,2,0
69900,4810,15520,820,210,21360,0.3056,0.0927,-0.0922,8470,self,retail,3,1
86200,9040,2700,4650,3260,19650,0.228,-0.1318,0.1167,7320,tax_agent,retail,0,0
39590,11660,4460,1710,1580,19410,0.4903,0.023,0.0387,4160,tax_agent,transport,1,1
70700,10670,2240,1770,2580,17260,0.2441,0.0467,0.1233,5780,tax_agent,education,3,0
99500,24850,9850,4610,4000,43310,0.4353,-0.2163,-0.02,11260,tax_agent,real_estate,3,0
61900,17990,7320,5560,3040,33910,0.5478,-0.0853,0.5156,10640,tax_agent,construction,3,1
126400,20260,1650,4840,1890,28640,0.2266,0.0347,-0.0853,11490,tax_agent,healthcare,0,0
135300,26800,2940,1800,2130,33670,0.2489,0.0119,0.1759,11760,tax_agent,healthcare,0,0
52200,4060,1740,480,2570,8850,0.1695,0.0146,-0.2224,4100,self,retail,1,0
52900,15500,4240,510,1220,21470,0.4059,0.0471,-0.0249,6050,tax_agent,real_estate,2,0
101600,13700,950,4000,4530,23180,0.2281,-0.0755,0.0633,4260,tax_agent,IT,0,0
180800,26000,1220,1540,670,29430,0.1628,0.106,0.0867,7430,self,healthcare,3,0
131700,20110,9820,1840,6500,38270,0.2906,0.1612,0.0472,15050,self,construction,0,0
43900,7250,840,790,1560,10440,0.2378,0.1596,-0.1332,2750,tax_agent,education,0,0
61300,9490,2080,1030,2540,15140,0.247,0.1803,0.1488,3020,tax_agent,IT,1,0
45900,5740,120,2010,1070,8940,0.1948,0.176,0.1964,2770,tax_agent,IT,1,0
161500,31880,3330,7740,940,43890,0.2718,0.0541,-0.2549,11100,self,healthcare,0,0
90900,29140,5950,3260,2260,40610,0.4468,-0.0303,-0.209,11100,tax_agent,transport,1,0
41500,8080,430,90,720,9320,0.2246,0.0958,-0.0633,1380,tax_agent,IT,0,0
56600,9360,1370,330,2360,13420,0.2371,0.0497,-0.0055,4890,tax_agent,manufacturing,2,0
42800,11420,170,1780,590,13960,0.3262,-0.142,0.0079,1920,tax_agent,IT,2,0
57800,4090,820,1490,840,7240,0.1253,0.0238,0.0718,970,tax_agent,retail,2,0
98300,28550,10600,5980,2290,47420,0.4824,0.0223,0.5551,13710,tax_agent,healthcare,1,1
51200,9550,2770,490,630,13440,0.2625,0.0672,0.3149,4310,self,real_estate,0,0
75800,13310,9910,2270,1930,27420,0.3617,-0.0613,0.2258,9240,tax_agent,construction,1,0
85400,7070,3120,3960,420,14570,0.1706,-0.0282,-0.0121,4230,tax_agent,retail,4,0
25200,3270,210,70,1220,4770,0.1893,-0.1006,0.1323,510,self,finance,0,0
28200,3850,970,860,210,5890,0.2089,0.0499,0.2086,1510,self,IT,0,0
55300,13710,1830,2470,1850,19860,0.3591,0.1201,0.0951,7130,tax_agent,IT,0,0
44100,16210,3270,1020,100,20600,0.4671,0.1877,-0.0058,4300,tax_agent,transport,0,0
90300,17680,3400,70,3280,24430,0.2705,0.0324,-0.1077,6120,tax_agent,healthcare,0,0
59500,22130,7350,880,1270,31630,0.5316,0.2211,-0.0606,9730,tax_agent,transport,2,0
106800,31710,19170,3260,1870,56010,0.5244,0.0525,-0.2708,19270,tax_agent,real_estate,1,1
94800,15140,9930,3240,540,28850,0.3043,-0.0025,0.0258,11210,self,construction,0,0
115600,18760,3870,2220,60,24910,0.2155,0.033,0.2232,11120,self,construction,1,0
53900,9270,1540,2260,430,13500,0.2505,0.0104,0.1787,4590,tax_agent,manufacturing,1,0
63800,6450,2170,1940,470,11030,0.1729,-0.0052,-0.287,1730,self,retail,0,0
217200,33460,2850,11470,1620,49400,0.2274,0.0573,-0.1724,16190,tax_agent,finance,1,0
40500,2470,40,780,820,4110,0.1015,0.0935,-0.097,930,tax_agent,retail,0,0
104000,41140,15420,6640,630,63830,0.6138,-0.0323,0.702,23490,self,IT,3,1
125600,37530,6970,4840,3690,53030,0.4222,0.1021,-0.2389,17340,tax_agent,transport,1,0
93500,25060,11670,2860,3270,42860,0.4584,0.0095,0.1328,13150,self,transport,0,0
